gold_id,gold_question,best_rank
1608,Which streets have Pen Lucy as a community?,1
17461,"What films did Soo Wincci play in 2017, and for which role in them?",174
107,What movies did Ella Rumpf star in 2017?,139
9639,What were Adrián Di Monte's first four movies?,222
14892,What was the second club Cliff Carr played for and how many appearances did he make for them?,46
10053,What role did Anjana Menon play after Vyga in Traffic?,1
8976,How did Caroline Chepkwony perform in competitions from 2001 to 2004?,10
2257,What awards did Wrestling with Demons win in 2013?,217
14331,How many aircraft does Japan Airlines currently operate and which manufacturers make them?,4
21696,Which singles from what album did Pure Prairie League release in 1980?,1
20991,How many goals did Wright score with Walsall after returning to the club?,6
402,"What did Tyler Christopher achieve on March 9, 2008?",1172
761,What is the GT model of the Ford Mustang since 1999?,1
21533,"Who were the top two contenders in the 2002 Michigan gubernatorial election, and how many votes did each candidate earn?",72
1388,What is Jackie Powers' first role?,444
9327,Which full TV series did Fiona Victory appear in?,2018
9036,"How many gold medals, silver medals, and bronze medals did India achieve at the 1966 British Empire and Commonwealth Games?",23
9510,What movies did Benaf Dadachandji appear in before 2000?,790
9324,What is the gender breakdown of households in Kot Karar?,6
13161,What movie did Sabrina Carpenter star in 2016?,251
1244,What did Goth play in 2017?,10
12420,What was the key role played by Flack in 2011?,1190
21523,"In the 2017-2018 season, which club and division did Karl Toko Ekambi represent?",31
15366,Where did Tales of Us Tour perform their first concert and two further shows thereafter?,4
1653,"Did ""Fever"" receive any awards in 2015?",131
947,How did Mark Selby do in the Welsh Open final in 2008?,1
20831,How did Mark Boswell perform in Olympic Games?,69
9695,How long are the races in the Newbridge Greyhound Stadium?,1
699,When and where did Vidya Vathi make her acting debut?,88
17050,"What were the top two candidates and parties, and what was the vote margin, in the Rajgangpur election?",5
17205,What did Terefe Maregu achieve in the 2004 World Cross Country Championships and 2004 African Championships?,1
11992,In which year did Grete Waitz win the New York City Marathon?,73
14344,"What films, directors, and awards were part of Clift's career in 1953?",27
10625,What were Davis's first two theatre roles?,402
1950,What did Rop achieve in 2002?,1
12386,"What was Luis Barbosa performance record in the Marathon event for his country,  Colombia?",320
8081,What films did Kevin James star in between Barnyard and Grown Ups?,48
675,"What's the result of America's Got Talent, season 7?",1
1261,What did Dylan Minnette play in 2010?,1211
8175,With what time did Katie Ledecky break the world record in the 1500-meter freestyle and what was her previous record?,1
16757,"How many awards was ""Single Ladies"" nominated at the 2009 MTV Video Music Awards, and how many among them finally won?",2
17208,"Who won the 1908 Leeds South by-election, and what was the margin over the closest opponent?",323
21397,What television shows and roles did Purohit play in 2015?,16
10489,Who are the majority and minority leaders?,1
1597,What is the literacy rate in Nihalgarh?,12
14719,On what shows and network did Richard David-Caine play Hardip and Sam?,117
21399,"In the 1969 Tour De France, when did the race occur, how many stages did the course consist of, and what was the total course distance?",13
21414,"When did Avidan release his first single off the album Different Pulses, and what was the single's title?",1
9700,Was Daniel Abraham nominated for any awards in 2012?,297
8533,"What awards did Daniel Abraham's novelette ""The Cambist and Lord Iron: a Fairytale of Economics"" win?",75
8366,"Which roles did Cerina Vincent play in Complacent, Chasing Happiness, and MoniKa?",1066
21584,"During which year's election did Anne-Marie Trevelyan win the Berwick-upon-Tweed seat, and who preceded her in that role?",12
21636,Which singles were released on The Click album by the AJR BAnd in 2017?,1
10469,How many Grand Prix World Championships has Bruno Ruffo won?,67
831,"Who starred in the 1962 movie ""Girls' Hostel""?",288
9237,Which 2 competitors had times closest to each other?,67
8166,Which films and/or plays did Jessica Chastain star in 2013 and who directed them?,97
12539,What did Rebel Wilson do from 28 June to 21 August 2016?,688
15551,What events did Chang Yong-ae win at the 1982 Asian Games?,1
21350,Which awards did Pakusadewo win in 2016?,111
12222,How many awards and nominations did Breaking Bad receive in 2012?,14
21265,Which singles did Dick Curless release in 1970?,4
8268,"What roles did Bruce Peter Solomon play in Mary Hartman, Mary Hartman and Beverly Hills, 90210?",4
16913,When and in what division did Jordan last play for Milan?,49
7883,How many times has Cherry Jones been nominated for the Tony Award for Best Actress in a Play and has she ever won?,58
12785,Which subway lines are interchangeable at Leopoldplatz station?,1
10059,How many of his Screen Actors Guild Award nominations did Jimmy Smits win?,49
9932,In what films did Andrea Howard play Sue?,5
15404,When did Maryland show the best result?,1
10463,In what films did Abel play Luke Castellan?,1
403,What role did Michael Graham play in 1969?,128
587,What was the event M-1 Challenge 79 - Shlemenko vs. Halsey 2?,1
2159,What did Seo Young-joo win for his performance in Juvenile Offender (2012)?,1
7854,"Where are the Peroneus longus, Peroneus brevis, and Peroneus tertius muscles located in the leg?",1
1693,Were any Social Dramas released between July and September?,13
7878,How many votes has the AEI gained from the last three Căușeni District elections?,2
9798,"Did the Minnesota Fringe Festival ever sell more than 50,000 tickets?",6
11423,How did the membership change in the senate of the 79th United States Congress (Washington state)?,31
9261,Did Denis Quilley play any roles in 1974?,2
21545,"When and from which album was Cub Sport's single ""Sometimes"" first released?",169
20807,How many of the seats did the leading party win in the 1952 Mexican Chamber of Deputies election?,1
9093,What are the awards and nominations won by Martina Amati from 2009 to 2012 and for which titles?,167
8297,By how much did England win the friendlies against West Germany in 1956 and in 1965 respectively and at which venue?,1
12715,Which Japanese league and club did Kota Ogino join in 2016?,1
308,What films did Chaplin make in 1998?,28
9998,In what films did Farina play Audrey Rouget?,1
1741,How close was the 2002 Oklahoma gubernatorial election?,163
20897,What roles did Giulietta Masina perform in La Strada (1954) and Nights of Cabiria (1957)?,60
12149,How successful was Neeraj at the 2018 Asian Games?,2
9588,Who were the slowest 3 finishers of the Women's 100 metre butterfly in the 2008 Summer Olympics?,83
8184,Who came in fifth and sixth position in the 2000 Summer Olympics – Women's 200 metre breaststroke after Qi Hui and at what times?,90
12786,"What was the best result, and in what competition, that Andres Raja achieved in 2008?",1
9304,How did Reachin' Black perform on the charts?,34
10324,What music videos did Qualls appear in in 2001 and 2002?,7
1270,What did Coyle appear in 2014？,606
15533,"What movies did Gwendoline Christie play Captain Phasma in, and what years were they released?",82
21323,In what films did Winston Duke play M'Baku?,1
8068,What is the rated power of the two engines made in 2007-2008?,2
12613,"In 2013 what single did Client release, when was their fifth album released, and what was the name of the album?",316
10642,How did Jordan Hasay do in the 3000 meter run in 2004 and 2005?,13
1783,Who were the 2 frontrunners in the 2009 Sundargarh election?,9
9806,"How many times has Alamgir won the Best Actor National Film Award for a film, and in which years?",2
9681,Did Shelly Berg release any albums with the Shelly Berg Trio before 2000 or during 2005?,828
21537,Which albums did Despot appear on as a guest in 2012?,41
21105,"Who joined Audie Murphy and Scott Turner in writing ""My Lonesome Room"" and ""The Only Light I Ever Need Is You,"" and who recorded them?",1
11911,What Grammy did the song Toxic earn and what year was it earned?,1
21662,"Which Park Ave Mainline stations both opened on the same day, and what day was that?",1
9804,Did Maninder Singh reprise any roles in his television career?,212
10657,What roles did Schmid play in 2002?,237
9115,What was Julianna Margulies' longest running role?,368
7806,What accolades did Inessa Lee receive in 2011?,41
7969,How did the Boston album perform in terms of sales?,45
8060,What were some roles Quin-Ankrah played early in his career (before 2009)?,515
15032,Which were the first two teams Flitney played for in 2016-17 and how many games did he play for the first one?,34
1802,What types of engines are 520i to 530i models using?,1
21455,During which season and for what league did Jesper Grønkjær play the most games for Copenhagen?,76
7760,"Who were the top two placers, and how did the top performer do?",73
1511,Who were the last two finishers at the 2016 Summer Olympics – Women's 200 metre individual medley and what were their times?,11
11704,What three films did Vicky Kaushal star in with acting roles from 2012 to 2015?,151
654,Who did Trenyce play on a North American tour of Motown: The Musical?,24
10532,Which submarine did the Tang beat in sinking the highest total tonnage?,2
1713,What did Sallis play after playing the role of Wallace 4 times?,455
11827,What is Khiranwali's total number of houses and populations including male and female?,1
10262,What are some awards Gus won in 2011?,2
21349,"What are the most recently published half-life measurements of 286Rg and 283Rg, respectively?",1
12427,What club did Daichi Matsuyama join in the year 1993?,1
21582,Who did Pam St Clement play in the EastEnders?,33
8143,"In 2004 Meteor Music Awards, which works of Bell X1(band) were nominated and for which award?",1
1265,What is the summary of raiding history on 26 November 1942?,5
10407,Did Hall reprise his role in Harry and the Hendersons?,4
12416,"For what club did Bartosz Salamon play during the 2011-12 season, and in what league division was it?",1
21354,"What year did Lee Tae-min release the single ""Press Your Number"" and which album was the single from?",1
14260,When and in what divisions did Archie Annan appear for Bristol City?,9
12169,How did Curtis fare against Erwin in Maine's 1970 gubernatorial election?,1
1912,Who won the Washington in the 1968 presidential election and by how much?,57
9078,What roles has Sam Palladio portray from the year 2011 to 2015?,489
21676,"What year was Pale Waves' music video for ""Television Romance"" released and who directed it?",1
12239,Where and when did the the 1963 Giro d'Italia start and finish?,129
14401,How many votes did Trott use in defeating Bentivolio in the Republican primary?,1
14459,"Who tied on  1,405 votes each in 2018 Sutton London Borough Council election?",58
9993,What awards did Tyler Hoechlin win for Teen Wolf?,8
16791,What was the release history of Alaina in 2017?,135
21600,"How many goals and appearances did Danis Salman have with Millwall, and when did he leave the club?",54
21562,When was Carice van Houten nominated for her first Best Supporting Actress award and for which film?,29
21097,Which athletes are ranked fourth and fifth in Swimming at the 2016 Summer Olympics – Men's 50 metre freestyle and what time did they get?,6
815,How did Sergey Gavryushin perform at the 1982 European Championships and the 1987 World Championships?,4
12020,What was the album released by Yuri  in 2018 and what was the main single from it?,58
12704,What were the seat results for the 1966 Mongolian legislative elections?,1
13754,What was the percentage between the presidential candidates in Nevada in 2016?,29
10437,What is Maniche's record in the UEFA Euro 2004?,2
10060,What awards was The Darjeeling Limited nominated for or win?,9
17003,"How did ""Don't Phunk with My Heart"" from Will.i.am performed during its released in 2006?",23
11877,In what events did Takashi Nagao compete in at the 1981 World Cup?,8
1718,How did the party that won the most seats do in the election?,7
21251,What was Natalia Semenova's personal best record and where did she achieve it?,88
16885,"What were Petrovic's club, league, and number of league appearances in 1998-99?",48
12347,How well did Todd Hlushko perform in his two seasons with the Canadian National Team?,265
11868,"How many nominations did Flower Drum Song have in the 1958 Tony Award, and did any of the nominees win and if so who and which award?",1
301,How long did Jonathan Lippman serve as the Chief Judge?,1
1674,Did Alice Aprot Nawowuna compete in the 5000 m event after 2010?,3
21411,"How many total appearances and goals did Paulo Sousa rack up in Primeira Liga, and for what clubs in the league did he play?",4
21014,What season did Coreau fail to earn a win in five appearances of the American Hockey League (AHL) with the Grand Rapids Griffins and won just once with the Toledo Walleye of the ECHL ?,1
17241,What was the route of the race 1931 Giro d'Italia?,11
832,Who won the Deganaga seat in 1951 and 1957?,1
16751,What was Dave Kemp's career like in 1982?,264
2050,What did Viceconte achieve in the 1998 European Championships?,2
21437,What were Wendy Smith-Sly’s personal records in the 1983 World Championships?,54
10260,Which award category did Shaynna Blaze win back-to-back?,202
7931,Which historic arenas did the Dodgers and Giants play?,24
14971,"Where did Pearl Jam perform between September 11-12, 2011?",1
13532,Which album followed Indecent Obsession's debut album Spoken Words and which singles were released from it in Australia?,109
1878,What Nintendo games did Angel Studios developed?,2
7960,How many Class NG G11 Garratt locomotives did the South African Railways place between 1919 and 1925?,12
7737,How many Manitoba magical Workshop and dark dragon den did Castle have?,7
1629,Were any KSW events in 2012 not held in arenas?,7
1778,Did Darryl Edestrand play much in the NHL?,5
13002,Which songs and albums did Jackson feature on in 2010?,12
21221,"In 2012, in which TV shows did Nadia Sawalha present or co-present?",154
21379,"When did Monica Twum attend her first Olympic Games, and what was her personal record in the 4 x 100 m relay during that competition?",7
1914,"When did Genie Francis star on ""Murder, She Wrote""?",1
9710,How many defectors and deserters were in 1939?,1
16728,What were Tomoaki Kuno's club affiliations?,121
1729,Did Ruth B win any Artist of the Year awards?,30
762,Who is Bülent Bostanoğlu?,33
21464,What role did Callan Mulvey play in Captain America and in what year was the movie released?,318
15005,Where did Halloran play immediately after leaving Gold Coast United?,1
9101,How large is Kishan Singhwala?,572
9524,Was Shailene Woodley in Divergent?,176
965,What role did Penn Badgley have in the 2002 film Do Over?,197
21507,When and at which theatre did Patti Murin first play Princess Anna in an on Broadway production of Frozen?,223
1984,What competitions did Olga Kaniskina win the gold medal?,643
9966,"What albums have Muph & Plutonic released, and in which years?",24
1282,What did Deschanel play in 1983?,161
12017,What were the election results of the parliament election for the labor and  socialist labor parties?,96
9565,What were the three most recent radio stations which Abhilash Thapliyal worked on?,12
17230,What awards did Bramanyto win with Brownies and when was that?,2
21173,How many total games did Charlie Moore play in for Manchester United?,1
713,How are the berths in the port of Cirebon?,5
21420,What year did Lucie Jones appear in Like Me and which role did she play?,27
1848,How many seats did New Patriotic Party win in the election?,90
11620,What roles did Corey Stoll play in the film Dark Places(2015) and the film Ant-Man(2015)?,174
2093,Which categories were Nolwenn Leroy nominated for at the 2014 World Music Awards?,21
8301,"What roles and in which shows did Chyler Leigh play in 2001, 2007-2012 and 2015-present?",1888
1944,"Who won the election, and how many votes did the winner get in terms of percentage?",21
11791,What is the total number of houses and population including male and female that Madhopur has?,12
10483,In what films did Harris play Eve Moneypenny?,245
1214,What did Dev Patel portray during 2012-2014?,159
9121,What were Sarah Drew's longest-running roles?,41
21305,When and in which productions did Susan Tyrrell originally grace the stages of the Cherry Lane Theatre and The American Place Theatre?,206
882,When and where was the Shooto: Spirit 2010 Summer event held?,1
557,What role did Henry Lloyd-Hughes play in 2005?,101
9720,Which Tamil films did Jahnavi Kamath star in?,4
1645,Did Paula Fudge win in any international competitions?,76
2116,Who won the 1888 Belgian general election?,46
7880,What ships were raided by the German U-45?,65
9915,Where has Ewen Leslie played the role of Hamlet?,659
1256,What did Serena Williams play in 2002?,122
10317,What are some of the singles Braden released in 2013?,20
10406,What roles did Olivier Hudson have between 2013 and 2016?,577
2141,How did Dornhoefer perform in the NHL League from 1963 to 1978?,9
16879,In what year and film did Mizuno play Caitlin?,101
17215,What were the names and ceremonies for the awards Clique won in 2014?,6
10693,What is the total number of houses and population breakdown of Dhudianwala?,3
10637,What are the numbers of the Puri Baidyanath Dham Express?,2
451,What ships did U-758 destroy?,16
14634,"What are Diane Modahl achievements in the year 1986,1989,1993 and 1994?",274
11592,Why did Camilla Belle receive her third and fourth Young Artist Award?,3
10003,What is the gender breakdown of the total population of Buh?,21
21683,"When was Wilson-James' ""Yo' Freek"" released as a single and on which album was it originally found?",28
1889,What's the result of the 2018 election?,184
17142,How did Jacob do in the 2003 All-Africa Games and the 1999 Universiade?,3
9739,How did Romania's Dragoș Coman and the U.S.'s Chad Carvin perform in the Men's 400m freestyle?,124
438,What is Deep: 15th Impact?,1
2211,What awards did the film Batman: Arkham Asylum win at the 2009 Spike Video Game Awards?,1
1208,What did Mateus Ward play in 2015?,245
17666,What is Hinga Coaching's record and how many years did he coach?,575
383,What's Dave Harold's second ranking final?,70
1747,Did anyone win third place at the 1998 Players Championship?,18
14950,When and in what film did Eric Bana play a character named Henry?,13
1986,What's the result of the 1998 Colombian presidential election?,384
21660,"Who were the top two candidates in the Sevapuri election, and what was the winning margin of votes?",22
12755,What were the two achievements of Daisuke Matsunaga during the years 2012 and 2014?,6
8515,Which 21st century TV films did Cynthia Nixon play?,323
21218,"What were the Greek names for lengths corresponding to a foot and a finger, and how are they written out in English?",3
11882,Where and when did the Stately Home Tour begin and end in 2000?,1
21347,"During the 2007-08 season, what team did Aaron Boogaard play the most games with and how many games did he play with the other team he played for?",58
9957,"When was ""What a Lemon"" released in the United States and Europe, and by what label?",43
12601,What placements did Santos get at the 2005 Summer Universiade and at the 2005 World Championships?,68
21581,"How many total appearances did Roddy Munro make over his career, and which club did he represent?",384
9887,What are the barcodes for GTIN-14 and 13?,1
14729,What team and league was Caruana associated with in 2009-2010?,43
10635,In what series did Wilson appear in 1992?,193
10497,What roles did Doughan play in the 1990s?,247
1788,Where did Damien Perinelle play after playing for Istres in Ligue 2?,3
9597,"After 2008, how did Notre Dame do in the Great Western Lacrosse League Playoffs?",6
21574,"In the 1929-30 season, for what club and which division did Harry Anstiss play?",175
10797,What roles did Tyrrell play after the Ann Sothern Show?,5
9581,Where was Kolpaçino screened?,146
11678,What roles did Dourif portray in 2008?,9
17403,For which categories Quincy Mumford won the Asbury Music Awards in 2009?,1
21512,What was the name of second single from Price's album Midwest Farmer's Daughter and when was the single released?,1
517,What did Ann Harada play in 2008?,310
11240,Which films did Salim Kechiouche star in 2004? What roles did he play?,24
13943,What song did Reid release in 1991 without collaborating with any other artists?,5
12868,"By defeating whom (the closest opponent), Moon Jae-in won the 2017 South Korean presidential election?",68
1542,How many of the states ratify the Comprehensive Nuclear-Test-Ban Treaty were Annex 2 states and how many weren't?,1
10201,What are some 2019 films did Adhir Kalyan appear in?  Name a few film that Kalyan featured in 2019.,627
21106,What 1974 film did Marcia Lucas edit after American Graffiti?,2
17202,What recognition did Deng Chao get for his performances in 2017?,876
8569,In which films did Lasance play the role of Ben McMahon?,106
9975,What are David Gettis's personal bests in the 400 meters and 200 meters?,13
8017,"How popular were the singles from the album Loud Guitars, Big Suspicions?",16
818,What was J.B. Smoove's role in the 2013 movie The Smurfs 2?,313
1830,Where's the Byåsen Church?,1
10520,When was Bankim Behari Maity member of the legislative assembly?,1
20989,What happened during the release of The Rake's second album in 2007?,217
20849,Did Ji Jin-hee play any roles in dramas in,36
21657,What ratio of seats to the total number of seats supported Charilaos Trikoupis in the 1881 Greek legislative election?,114
12628,What country does Jeremy Bascom represent and when and where did he participate in the Commonwealth Games?,503
7870,What was the total tonnage sunk by SM U-28 and how many ships did it damage but not sink?,37
10042,In which Off-Broadway productions has Bianca Amato appeared?,29
878,Did Farmer play a role in a Frank Harris film?,97
14724,How did Fauntroy's opponents do in the 1980 election?,1
8938,What were the Tamil films that Nakshatra appear in 2011?,1
7972,"At the 2009 World Championships in Athletics, who are the two people in the men's 10,000 metre that earned the silver medal and the bronze medal, respectively?",364
16923,What happened over the course of construction of the Bei'an–Heihe railway?,1
21629,Which television program roles did Sana Amin Sheikh play in 2009 and 2010?,167
1767,How close was the Solihull election?,266
8410,What awards was Hillsburn nominated for in 2018?,1
21549,What place did Souad Aït Salem get in the 2007 World Championships?,96
2088,What teams and leagues did Watt play from 2003 to 2004?,8
21682,What awards did Dawid Kwiatkowski  win in 2013?,262
16421,"In 2013, the video game Dishonored was nominated for how many Game Developer Choice Awards and what are those?",1
11916,What was the increase in stroke that the Saab H engine featured in B234?,1
21571,Where and in which competition did Yvonne Murray earn her first medal representing Scotland?,77
20731,Did Tony Hale win any Emmy's for VEEP from 2013-2015?,1
8004,"For which TV series were she was a regular did Ilene Kristen get nominated for or won an award, and what years where the shows?",19
13164,How was Liz McColgan doing in the 1991 World Championships?,18
8303,What are the scientific names of the reptiles from Alabama and New Mexico and do the state names appear in the common names as well?,2
7741,What full-length movie roles did Sam Quartin have in 2016?,1275
15403,"How did Martha Layne Collins perform against Jim Bunning in the 1983 Kentucky gubernatorial election, and what percentage of the vote did she gain?",1
20800,When was Parkash Singh Badal the Chief Minister of Punjab state?,1
554,What was the event KOTC: Rock Solid?,2
11644,What were the success results of Ugi Khishignyam and Odie Delaney in 2013?,1
1577,In what role in what year did Dan Feuerriegel appear in Spartacus: Blood and Sand?,1
11870,"What was the outcome of the 1923 Willesden East by-elections, and how many majority votes did the winner receive compared to the loser?",52
21622,"When was Jayne Houdyshell nominated for her first Outer Critics Circle Award, Outstanding Actress in a Play, and what was the name of the play?",343
21482,"When was Daryl Hall's single ""Eyes for You"" released and which album was it originally from?",170
1714,Were any Greek records tied?,16
1419,What events were held at Toyko Dome City Hall and when were they held?,10
12011,What role did Kim Yoon-seok play in The High Rollers and what year did the film come out?,2
1520,Did Geoffrey Hughes appear in any multi-year shows during the 1990s?,108
14961,What show and network did Minho work with in 2010?,44
1692,Did Taylor appear often for Tranmere Rovers between 2002 and 2005?,1
20743,"What roles did Sandy Dennis have in 1986, 1988, and 1989?",313
8168,What is the population of Filipino American communities in Miami metropolitan area and Tampa Bay Area?,1
9698,How was Anthony Gonzalez' debut?,815
1205,What did Y'lan Noel portray in which year in the television series Insecure?,23
10058,Was Elizabeth Hartman nominated for a Golden Globe Award for Best Actress again after her role in A Patch of Blue?,186
15609,By what majority Jonathan Jennings defeated his opponent to win the Gubernatorial elections?,135
8520,What were Paul Edmondson's first two results?,833
6,How many U28C locomotives were built with U25C-style carbody?,1
795,Who is the starring actor of Aastik?,611
12060,"Which roles did Mamie Gummer play in The Good Wife, Emily Owens, M.D., and The Good Fight?",1
9640,Who did Michael Klim place ahead of at the 2000 Summer Olympics – Men's 100 metre freestyle?,204
7954,"Which nationalities were the passengers of EgyptAir Flight 990, and how many of each?",1
8334,"Who finished first, second and third in the 1965 Heisman Trophy and with what voting points?",12
905,What was the record for the game with the highest attendance?,6
12318,How many goals and appearances did Peter Bore make for Grimsby in 2009-10?,1
20882,How many appearance(s) did Jimmy Hill make and how many goals did he score for Burnley from 1889-1897?,2
17457,What league and club did Morsy play for in 2014-15?,54
11933,What do the Task 5 Infinity and Task 5 Vortex consist of?,1
12106,Who did Juninho play for in the FA Cup and League Cup in 1997?,6
13003,What was Fabrizio Donato's success at the 2012 Olympics?,182
10093,To what values did the Conservative People's Party increase its overall vote and seats won in the 2019 elections?,28
994,How many Daytime Emmy Awards did Jennifer Landon win for As the World Turns?,1
9812,"What series did McNally race in 2006 and 2007, and how did he perform?",41
2017,How many points in total did Johnny King score for Stoke?,2
10096,Did Mond reprise any roles in 2011?,1850
21300,"What are Victor Wong's most recognized roles in the 1986 film Big Trouble in Little China, and in the 1987 film The Last Emperor?",7
10800,In what films did Rollo Weeks appear in 2009?,352
558,"What happened to the general caste population, schedule caste population, the schedule tribe population, and the child population?",39
8982,What awards were the Adults nominated for in 2012?,1
1837,"What did ""Havana"" win at the 2018 MTV Video Music Awards?",1
10757,What ships were sunk on 19th of August 1942 by the U-214?,9
785,How did Warren score over Ireland in the 1929 British Home Championship?,1
2068,What awards under Outstanding Lead Actress in a Drama Series were West nominated and which ones did he win?,1
12514,"In 1992, which Colin Raye single was charted on the U.S. adult contemporary chart, and which position did it reach?",1
9818,When were the Elax and Welsh Prince attacked by UB-43?,183
21186,"By whom, where and when did To Be get released first, and when and by whom was it released worldwide?",490
9299,Were any NR times set in the Women's 800 metre freestyle final?,142
1302,What community and population does Attavyros include?,1
21004,Who did Sócrates play for in 1984-85?,313
8142,"In 1980, Gary Holton appeared in which film and which show as Keith?",1
10743,In what films did Aadarsh appear in 2008 and 2009 and who were the directors?,7
9942,What shows did Sade star in from 2007-2014?,521
10431,Was Dave Morrissey recognized for his acting  in State of Play?,155
21078,What role did Keerthy Suresh play in 2 movies of different languages in 2018?,6
20977,What are the awards that Selena Gomez and the Scene have won from 2012?,1
11277,What tv shows was Katerina Shpitsa known in 2009 and 2011?,59
16628,How did Dan Robinson perform in 2007?,155
8465,How many international goals did Telmo Zerra score and when did he score his last goal?,16
21554,Who won the bronze medal in 2013 for the 200 m?,14
9831,Which Kannada films has Pranathi appeared in?,76
21239,"While Clough played with Middlesbrough, how many seasons did he score 40 or more goals and what were his total appearances and goals?",1
21299,How many appearances did Hamid make for D.C. United in his career?,1
2274,What films did Kate Rockwell appear in 2015 and what roles did she play?,873
21102,How many games did Solvoll  play in the year 2011?,19
17298,What characters on what shows did Robinson play in 2009?,427
21211,"In terms of majority of votes and total number of votes, how did Douglas Johnson and John MacCormick comparatively perform in the 1948 Paisley by-election?",1
8141,"When did Jace Norman star in Splitting Adam, Rufus and its sequel?",1
16723,What awards and competitions did Leslie Djhone qualify for in 2011?,808
923,What role started Darren Criss's career in 2009?,2
9008,Did Patricia Hodge win or become nominated for the Olivier Awards?,372
8411,What were Ella Rae Peck's first two roles?,139
813,Which 1958 films did Akkoo direct?,90
1277,What is the results of European Parliamentary Elections in election year 2014?,1
919,What role did Elisabeth Moss play in 2011?,326
7765,What films did Jim Siedow play a role in between 1977 to 1986?,300
12012,Which seat was retained for the Labour Party by Joe Ashton with what percentage of a majority?,1
9618,"In the 2000 Summer Olympics Men's 100 metre backstroke, in which Stev Theloke competed, who were the last finishers?",47
14386,"Which political party and candidate won the 2011 Wealden District Council elections, and how great was their margin over the next most popular party?",122
2229,Where is Ignacio Cacheiro playing in 2014?,5
21223,What team and league was Jack adams in for seasons 1916-1918?,2
9220,What roles did Aaron Taylor-Johnson play in 2012?,148
21524,Darryl Worley released which songs from Here and NOw and where did they place on the singles chart?,77
12392,When was The Good Girl Gone Bad Live DVD released in the UK and Germany?,85
7798,How was Rachel Nichols acting in Continuum rewarded?,1
14840,"What was the highest chart ranking Maybe Dolls achieved in 1992, and with which album and single did they achieve it?",38
757,How was the third-place finisher of the 2009 Isle of Man TT?,76
7799,What were some roles that were portrayed by Jaime Camil in 2018?,1
1368,What did Emilio Osorio play in 2015?,117
14563,"How long did Eddie Olczyk's NHL career last, and what was his final overall record like?",3
8387,By how many points was Cale Yarborough ahead of Richard Petty in the 1977 Old Dominion 500 standings?,138
1942,Did Shelly Steely ever participate any half marathon?,47
9876,Has Imani Hakim reprised any roles in her career?,640
191,Did Talisa Soto reprise any role for films in her career?,529
11497,Which films did Sam Quartin star in 2017?,939
12342,In what sequence did Zersenay Tadese compete in 2012?,30
1721,Did Yeo Jin-Goo appear in any series airing on the KBS1 network?,1
9246,How did France perform in the Women's 400 metre freestyle?,123
21434,What roles and in what films did Zienia Merton play in 1969 and 1970?,186
8467,What were Kathleen Roberton's two longest television roles?,376
17651,How did the Labour party do in the 2005 election?,15
8407,What did Olivia Williams appear in from 2002-2006?,385
10543,What awards has Lords won for Excision?,1
21226,"How many total appearances over how many seasons did Amari'i Bell play for Fleetwood Town, and which club did he play for next?",1
11439,How effective was Katie Ledecky when setting her fifth world record for the year of 2014?,15
12608,What record did John Cook lead the Badgers with in 1997?,74
8129,What roles did Robert Knapp appear as in Scandal Incorporated and Mesa of Lost Women and in what years?,140
20718,"What award did Thrills, Kills & Sunday Pills, win at the 2005 ARIA Music Awards?",161
12624,What role did Tati Alcantara have in Cabaret and when did she play it?,10
9848,What was the breakdown of passenger nationalities on the LOT Polish Airlines Flight 5055?,1
1860,What competitions did Vladimir Kotov win?,56
9024,What television series did Laurence appear on from 1996 to 1999?,119
1971,Who had the seat of the North Warwickshire before 2000?,141
2271,How many seats did the Swedish Social Democratic Party win in the 1998 general election?,111
692,When and where did Davenport voice Quillo?,1
21049,By what majority did Mason win the seat for the Liberal party in the 1918 Wansbeck by-election?,1
728,How was Joe Dale signed?,200
12214,How many Tony Awards did Once win in 2012?,2
20940,What were the results of the race between Andrew Koenig and William Pinkston?,1
17685,In which films Paula Garcés played a role as Maria?,809
9689,"In the 2016 Summer Olympics -- Men's 200 metre breastroke, was the race close?",279
21185,In what movie did Lara Stone make a cameo appearance in 2016?,8
3,Who is the best performing player in 1906 Boston Americans season? Who had the worst performance?,69
21608,"When did Oswell join Newtown, and what was his final season with the club's record with in terms of appearances and goals?",1
10738,"Has Melissa De Sousa reprised any roles, and if so, what roles?",433
11973,What film did Tanya Hope play in 2016?,2
12223,How effective was Kondo as a footballer in his career from 1992-1998?,164
21034,What were the results of the 1941 Scarborough and Whitby by-election?,32
9821,What films did Nicholas Blane appear in during 2006?,325
9958,What roles did Carl Au play in 2010-2011?,647
10413,How was Mutiny Within mixed and mastered?,9
1841,Where's Scott Brown playing in 2014?,75
12557,"How many votes out of how many did the winner receive, and who was the winner of the 1943 Finnish presidential election?",145
11440,Which awards was Chris Sheridan nominated for the tv show Family Guy?,1
14777,"Who released Black and White in the United Kingdom, and when did they do so?",3
21132,What year did Montiel move to Division 1 Norra team Dalkurd FF ?,1
8993,What films did Tige Andrews appear in from 1958 to 1976?,6
20889,How many goals and appearances did Mirco Antenucci make in his 2013-2014 season with Ternana?,77
2234,Who is Sidney Williams?,793
1276,What are the race distances?,14
2284,How was Rodman Teltull doing at the 2012 London Olympics?,96
9000,What did Ryun achieve in world records in 1966?,3
21283,What are José Théodore's respective GAA stats with each team he played for during the 2005-06 season?,90
